_id,StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
4031,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים במנהרה,
4032,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים במצב לא תקין,
4033,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים כשטרם מלאו 16 שנים,
4034,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים כשטרם מלאו לך 16 שנים,
4035,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים ללא פנס או מחזיר אור,
4036,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים לצד רכב אחר,
4037,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים על המדרכה,
4038,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים שלא בשביל אופניים,
4039,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים כשברמזור לאופניים אור אדום,
4040,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים לא תקינים,
4041,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים ללא פנס או מחזיר אור,
4042,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים לצד רכב אחר,
4043,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים על המדרכה,
4044,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים שלא בשביל אופניים,
4045,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופנים שלא בשביל לאופנים,
4046,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע כשטרם מלאו לך 16 שנים,
4047,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע ללא קסדת מגן מסומנת וקשורה,
4048,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע על מדרכה,
4049,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע שלא בשביל או נתיב לאופניים,
4050,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא בצד ימין כשאין שול או בחוסר זהירות,
4051,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא בצד ימין כשאין שול או בחוסר זהירות (אופנ,
4052,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על המושב,
4053,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על המושב בתלת אופן,
4054,עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על מושב האופניים,
4055,עבירות תנועה,התנהגות רוכבי אופניים,שמירת מרחק בין אופניים חשמליים לרכב שלפניו,
4056,עבירות תנועה,חגורות בטיחות,חגורת בטיחות נוסע מושב אחורי,
4057,עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע במושב אחורי לא חגור,
4058,עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע במושב האחורי שאינו חגור,
4059,עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע לא חגור (בין גילאים 8 ל 14),
4060,עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע לא חגור (מעל גיל 14),
4061,עבירות תנועה,חגורות בטיחות,נהג ללא חגורת בטיחות,
4062,עבירות תנועה,חגורות בטיחות,נהג ללא חגורת בטיחות,
4063,עבירות תנועה,חגורות בטיחות,נהיגה ללא חגורת בטיחות,
4064,עבירות תנועה,חגורות בטיחות,נוסע במושב האחורי לא חגור,
4065,עבירות תנועה,חגורות בטיחות,נוסע במושב קדמי לא חגור,
4066,עבירות תנועה,חגורות בטיחות,נוסע לא חגור,
4067,עבירות תנועה,חגורות בטיחות,נוסע לא חגור,
4068,עבירות תנועה,חוסר תאורה,אור דרך בדרך עירונית מוארת,
4069,עבירות תנועה,חוסר תאורה,אי הארת רכב חונה,
4070,עבירות תנועה,חוסר תאורה,אי תקינות מערכת פנס לנסיעה לאחור באוטובוס,
4071,עבירות תנועה,חוסר תאורה,הסתרת אור פנס הבלימה,
4072,עבירות תנועה,חוסר תאורה,"העדר אורות בעגלה הרתומה לבע""ח או לרכב אחר",
4073,עבירות תנועה,חוסר תאורה,חוסר אורות במכונה ניידת או נגררת,
4074,עבירות תנועה,חוסר תאורה,חוסר אורות ברכב,
4075,עבירות תנועה,חוסר תאורה,לוחית זיהוי אחורית אינה מוארת,
4076,עבירות תנועה,חוסר תאורה,לוחית זיהוי לא מוארת,
4077,עבירות תנועה,חוסר תאורה,ללא אורות 1/11-31/3,
4078,עבירות תנועה,חוסר תאורה,מערכת אורות בלתי תקינה,
4079,עבירות תנועה,חוסר תאורה,מתקן מפיץ אור ברכב ארוך או רחב,
4080,עבירות תנועה,חוסר תאורה,נהיגה ללא אורות,
4081,עבירות תנועה,חוסר תאורה,נהיגה ללא אורות - אופנוע,
4082,עבירות תנועה,חוסר תאורה,"נהיגה ללא אורות דלוקים-)אופנוע,מוני",
4083,עבירות תנועה,חוסר תאורה,פנס אחורי אינו מאיר,
4084,עבירות תנועה,חוסר תאורה,פנס אחורי לא תקין,
4085,עבירות תנועה,חוסר תאורה,פנס חזית אחד ברכב אינו מאיר,
4086,עבירות תנועה,חוסר תאורה,פנס/י חזית/פנס ימני/שמאלי אינו מאיר,
4087,עבירות תנועה,חוסר תאורה,פנס/י חניה/רוחב/אחורי אינם נקיים,
4088,עבירות תנועה,חוסר תאורה,פנסי חזית אינם מאירים,
4089,עבירות תנועה,חוסר תאורה,פנסי חזית לא נקיים,
4090,עבירות תנועה,חוסר תאורה,פנסי חניה/אחורי לא מאיר בעמידה בדרך לא מוארת,
4091,עבירות תנועה,חוסר תאורה,צבע האורות בפנסי החזית אינו שווה,
4092,עבירות תנועה,חוסר תאורה,שימוש בפנס לנסיעה אחורנית ללא צורך,
4093,עבירות תנועה,חניה אסורה,"(נהיגה ברכב ללא רשות(שבל""ר",
4094,עבירות תנועה,חניה אסורה,אי ציות לתמרור 432 - איסור חניה,
4095,עבירות תנועה,חניה אסורה,אי ציות לתמרור 435 - איסור חניה,
4096,עבירות תנועה,חניה אסורה,אי ציות לתמרור 820,
4097,עבירות תנועה,חניה אסורה,אי ציות לתמרור ב-28,
4098,עבירות תנועה,חניה אסורה,אי ציות לתמרור ב-57,
4099,עבירות תנועה,חניה אסורה,אי ציות לתמרור ב/1/-22,
4100,עבירות תנועה,חניה אסורה,אי ציות לתמרור ד-15,
4101,עבירות תנועה,חניה אסורה,החניית רכב על שביל המיועד לאופניים,
4102,עבירות תנועה,חניה אסורה,החניית רכב רחב מ 5.2 מ,
4103,עבירות תנועה,חניה אסורה,החניית רכב שתוקף רשיונו פקע,
4104,עבירות תנועה,חניה אסורה,"החנית את הרכב הנ""ל במקום המיועד לנכים בלבד",
4105,עבירות תנועה,חניה אסורה,"החנת את הרכב הנ""ל לאורך אבני שפה אדום-לבן",
4106,עבירות תנועה,חניה אסורה,העמדה או חנייה ליד קו הפרדה רצוף,
4107,עבירות תנועה,חניה אסורה,העמדה של רכב שרחבו מעל 2.50 מטר,
4108,עבירות תנועה,חניה אסורה,העמדה/חניה במקום אסור לחניה ומסומן,
4109,עבירות תנועה,חניה אסורה,העמדה/חניה במקום אסור לחניה ומסומן,
4110,עבירות תנועה,חניה אסורה,העמדה/חניה במקום בו הותרה לרכב אחר,
4111,עבירות תנועה,חניה אסורה,העמדה/חניה במקום שהותר לרכב אחר,
4112,עבירות תנועה,חניה אסורה,העמדה/חניה במקום שהותר לרכב אחר,
4113,עבירות תנועה,חניה אסורה,העמדת רכב אחרי תמרור תחנת אוטובוס,
4114,עבירות תנועה,חניה אסורה,העמדת רכב במקום שנקבע לרכב מסוים,
4115,עבירות תנועה,חניה אסורה,העמדת רכב ברציף או בתחנה,
4116,עבירות תנועה,חניה אסורה,העמדת רכב בתוך צומת,
4117,עבירות תנועה,חניה אסורה,העמדת רכב בתוך שטח הפרדה,
4118,עבירות תנועה,חניה אסורה,העמדת רכב בתחום של תחנת אוטובוס,
4119,עבירות תנועה,חניה אסורה,העמדת רכב בתחום תחנת מוניות,
4120,עבירות תנועה,חניה אסורה,העמדת רכב המפריעה לתנועה,
4121,עבירות תנועה,חניה אסורה,"העמדת רכב יותר מ-40 ס""מ משפת הכביש",
4122,עבירות תנועה,חניה אסורה,העמדת רכב לצידו של רכב חונה,
4123,עבירות תנועה,חניה אסורה,העמדת רכב מול תחום תחנת אוטובוס,
4124,עבירות תנועה,חניה אסורה,העמדת רכב ממול לתחנת אוטובוס,
4125,עבירות תנועה,חניה אסורה,העמדת רכב על המדרכה,
4126,עבירות תנועה,חניה אסורה,העמדת רכב על המדרכה,
4127,עבירות תנועה,חניה אסורה,העמדת רכב על מדרכה באופן המפריע להולכי רגל,
4128,עבירות תנועה,חניה אסורה,"הפרעה/עיכוב תנועה ע""י עובר דרך",
4129,עבירות תנועה,חניה אסורה,חנה מול תמרור תחנת אוטובוס,
4130,עבירות תנועה,חניה אסורה,"חניה במרחק העולה על 40 ס""מ משפת הכביש",
4131,עבירות תנועה,חניה אסורה,חניה המפריעה לתנועה,
4132,עבירות תנועה,חניה אסורה,חניה שלא בקו מקביל לשפת הכביש,
4133,עבירות תנועה,חניה אסורה,חנייה בצד שמאל של דרך דו-סיטרית,
4134,עבירות תנועה,חניה אסורה,חנייה בתחום 12מ ממעבר חצייה,
4135,עבירות תנועה,חניה אסורה,נהיגה שברמזור אות אופקי 708 (בצומת),
4136,עבירות תנועה,חניה אסורה,עצירה אחרי תמרור תחנת אוטובוס,
4137,עבירות תנועה,חניה אסורה,עצירה בניגוד לכיוון הנסיעה,
4138,עבירות תנועה,חניה אסורה,עצירה בצד מעקה בטיחות,
4139,עבירות תנועה,חניה אסורה,עצירה בצד שמאל של דרך דו-סטרית,
4140,עבירות תנועה,חניה אסורה,"עצירה בצד שמאל של דרך דו סטרית או דרך המחולקת ע""י",
4141,עבירות תנועה,חניה אסורה,עצירה בתוך 20 מטר מתחנת אוטובוס,
4142,עבירות תנועה,חניה אסורה,עצירה בתחום 2 מטר מברז כיבוי-מסומן על המדרכה,
4143,עבירות תנועה,חניה אסורה,עצירה בתחום 20 מטר ממפגש רכבת,
4144,עבירות תנועה,חניה אסורה,עצירה דרך לא ערונית שלא להעלאת/הורדת נוסעים,
4145,עבירות תנועה,חניה אסורה,עצירה המפריעה לתנועה,
4146,עבירות תנועה,חניה אסורה,עצירה וחנייה בתחום תחנת אוטובוס,
4147,עבירות תנועה,חניה אסורה,עצירה לפני תמרור תחנת אוטובוס,
4148,עבירות תנועה,חניה אסורה,עצירה מול תחום תחנת אוטובוס -כביש פחות מ-12מ',
4149,עבירות תנועה,חניה אסורה,עצירה מול תמרור תחנת אוטובסבשטח מאחורי התמרור,
4150,עבירות תנועה,חניה אסורה,עצירה על גשר,
4151,עבירות תנועה,חניה אסורה,עצירה על שול דרך - דרך לא עירונית,
4152,עבירות תנועה,חניה אסורה,עצירת רכב או חלק ממנו על המדרכה,
4153,עבירות תנועה,חניה אסורה,עצירת רכב בין גדרות כביש מהיר,
4154,עבירות תנועה,חניה אסורה,עצירת רכב במקום המיועד לנכה,
4155,עבירות תנועה,חניה אסורה,עצירת רכב בצד שמאל של הדרך,
4156,עבירות תנועה,חניה אסורה,עצירת רכב על שביל אופניים מסומן,
4157,עבירות תנועה,חניה אסורה,"רכב במדרכה,2 גלגלים,מעבר 1.3מ',מותר לעצור בכביש",
4158,עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור 433 - איסור חניה,
4159,עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור 818,
4160,עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור ב-29,
4161,עבירות תנועה,חניה בתחום מוגבל,החניית רכב שרוחבו עולה על 50.2 מטר,
4162,עבירות תנועה,חניה בתחום מוגבל,העמדה במקום המיועד לנכה,
4163,עבירות תנועה,חניה בתחום מוגבל,העמדה במקום המיועד לנכה,
4164,עבירות תנועה,חניה בתחום מוגבל,העמדה/החנייה לצד רכב חונה,
4165,עבירות תנועה,חניה בתחום מוגבל,העמדה/החנייה סמוך לקו עצירה,
4166,עבירות תנועה,חניה בתחום מוגבל,העמדת רכב בתחום 12 מטר מצומת,
4167,עבירות תנועה,חניה בתחום מוגבל,העמדת רכב על המדרכה-קנס מוגדל,
4168,עבירות תנועה,חניה בתחום מוגבל,העמדת רכב שלא במקביל לשפת הכביש,
4169,עבירות תנועה,חניה בתחום מוגבל,העמדת/החניית רכב במעבר חצייה,
4170,עבירות תנועה,חניה בתחום מוגבל,העמדת/החניית רכב המפריע לתנועה,
4171,עבירות תנועה,חניה בתחום מוגבל,הפרעה וסיכון לתנועה (נסיבות מחמירות),
4172,עבירות תנועה,חניה בתחום מוגבל,חניה באזור חניה מוגבלת,
4173,עבירות תנועה,חניה בתחום מוגבל,חניה באזור מוגבל,
4174,עבירות תנועה,חניה בתחום מוגבל,חניה בכניסה לשטח של כלי רכב,
4175,עבירות תנועה,חניה בתחום מוגבל,חניה במקום השמור לנכה - קנס מוגדל,
4176,עבירות תנועה,חניה בתחום מוגבל,חניה לפני מעבר חצייה,
4177,עבירות תנועה,חניה בתחום מוגבל,חניה מול תחנת אוטובוס,
4178,עבירות תנועה,חניה בתחום מוגבל,חניה מול תחנת אוטובוס,
4179,עבירות תנועה,חניה בתחום מוגבל,חניה על מדרכה באזור מוגבל,
4180,עבירות תנועה,חניה בתחום מוגבל,חניה על שביל אופניים-קנס מוגדל,
4181,עבירות תנועה,חניה בתחום מוגבל,חנייה בתחום 12 מ לפני מעבר חצייה,
4182,עבירות תנועה,חניה בתחום מוגבל,חנייה בתחום מסומן של 5מ מברז כבוי,
4183,עבירות תנועה,חניה בתחום מוגבל,עצירה במעבר חצייה,
4184,עבירות תנועה,חניה בתחום מוגבל,עצירה בניגוד לכיוון הנסיעה,
4185,עבירות תנועה,חניה בתחום מוגבל,עצירה בתוך 20 מטר מתחנת אוטובוס,
4186,עבירות תנועה,חניה בתחום מוגבל,עצירה בתחום 20 מטר ממפגש רכבת,
4187,עבירות תנועה,חניה בתחום מוגבל,עצירה בתחום תחנת אוטובוס,
4188,עבירות תנועה,חניה בתחום מוגבל,עצירה המפריעה לתנועה,
4189,עבירות תנועה,חניה בתחום מוגבל,עצירה לצד רכב חונה,
4190,עבירות תנועה,חניה בתחום מוגבל,עצירת רכב בצד מעקה בטיחות,
4191,עבירות תנועה,חניה בתחום מוגבל,עצירת רכב סמוך לקו עצירה שלפני צומת או מעבר חציה (,
4192,עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 433 - איסור עצירה,
4193,עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 511,
4194,עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 512-עצירה במפרץ לסוג רכב מסוים,
4195,עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 513 - עצירת רכב לא מורשה,
4196,עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 818,
4197,עבירות תנועה,חניה בתנאים מחמירים,החניית רכב בתוך צומת,
4198,עבירות תנועה,חניה בתנאים מחמירים,חניה באופן המסתיר תמרור-קנס מוגדל,
4199,עבירות תנועה,חניה בתנאים מחמירים,עצירה בכביש המסומן בקו הפרדה,
4200,עבירות תנועה,חניה בתנאים מחמירים,עצירה בכביש ליד קו הפרדה בלתי מרוסק,
4201,עבירות תנועה,חניה בתנאים מחמירים,עצירה בכניסה לשטח המיועד להולכי רגל,
4202,עבירות תנועה,חניה בתנאים מחמירים,עצירה במעבר חציה,
4203,עבירות תנועה,חניה בתנאים מחמירים,עצירה במעבר חצייה,
4204,עבירות תנועה,חניה בתנאים מחמירים,עצירה בצד רכב אחר,
4205,עבירות תנועה,חניה בתנאים מחמירים,עצירה בצד רכב אחר חונה,
4206,עבירות תנועה,חניה בתנאים מחמירים,עצירה בתוך צומת,
4207,עבירות תנועה,חניה בתנאים מחמירים,עצירה לפני מעבר חציה בתחום 12 מטר,
4208,עבירות תנועה,חניה בתנאים מחמירים,עצירה סמוך לקו העצירה שלפני צומת/מעבר חצייה (בתחום,
4209,עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב במעבר חציה,
4210,עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב במעבר חציה,
4211,עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב בתחום 12 מטר מצומת,
4212,עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב בתחום 12 מטר מצומת,
4213,עבירות תנועה,לא ידוע,אחריות בעל רכב,
4214,עבירות תנועה,לא ידוע,אחריות בעל רכב (מחזיק),
4215,עבירות תנועה,לקויים מכניים,אי החלפת אגד דסקיות,
4216,עבירות תנועה,לקויים מכניים,אי החלפת דיסקה יומית,
4217,עבירות תנועה,לקויים מכניים,אי החלפת דיסקה יומית,
4218,עבירות תנועה,לקויים מכניים,אי ציון פרטי נהג/נסיעה בטכוגרף,
4219,עבירות תנועה,לקויים מכניים,אי שמירת דיסקות יומיות ברכב,
4220,עבירות תנועה,לקויים מכניים,אי תקינות דלתות ופתחים באוטובוס,
4221,עבירות תנועה,לקויים מכניים,אי תקינות חיבור האופנים לסרן,
4222,עבירות תנועה,לקויים מכניים,אי תקינות מושבים באוטובוס,
4223,עבירות תנועה,לקויים מכניים,אין 3 מראות תשקיף ברכב משנת 1990,
4224,עבירות תנועה,לקויים מכניים,אין דסקת טכוגרף-מסחרי8000 -15999קג משנת 1990,
4225,עבירות תנועה,לקויים מכניים,דיסקה/ות לא נקיה/תקינה/נקיות/תקינות,
4226,עבירות תנועה,לקויים מכניים,"העדר דיסקת טכוגרף -רכב מסחרי/עבודה 16,000קג+",
4227,עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף אוטובוס אחר משקל 8000קג+,
4228,עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף באוטובוס קו שירות,
4229,עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף רזרבית,
4230,עבירות תנועה,לקויים מכניים,העדר טכוגרף תקין ברכב,
4231,עבירות תנועה,לקויים מכניים,העדר מגופות תקינות ושלמות בטכוגרף,
4232,עבירות תנועה,לקויים מכניים,"העדר מטפה (למעט רכב פרטי, טרקטור ואופנוע)",
4233,עבירות תנועה,לקויים מכניים,העדר משולש אזהרה (למעט אופנוע),
4234,עבירות תנועה,לקויים מכניים,העדר תעודת מכייל מוסמך תקפה,
4235,עבירות תנועה,לקויים מכניים,הרכב נמצא במצב העלול לסכן עוברי דרך,
4236,עבירות תנועה,לקויים מכניים,חוסר מכשיר בטיחות,
4237,עבירות תנועה,לקויים מכניים,"טכוגרף-רכב חמ""ס מ-1990, מ-8000 ק""ג",
4238,עבירות תנועה,לקויים מכניים,לא ניהלת יומן אישי חודשי ברכב עם טכוגרף,
4239,עבירות תנועה,לקויים מכניים,לוחית זיהוי אינה לפי התקן,
4240,עבירות תנועה,לקויים מכניים,מד מהירות אינו תקין (למעט רכב איטי),
4241,עבירות תנועה,לקויים מכניים,מצב הרכב עלול לסכן עוברי דרך,
4242,עבירות תנועה,לקויים מכניים,"נגרר ללא ציוד ,אביזרים, או סימון",
4243,עבירות תנועה,לקויים מכניים,נהיגה ברכב שניתנה עליו הודעת אי שימוש,
4244,עבירות תנועה,לקויים מכניים,פנס בלימה לא תקין,
4245,עבירות תנועה,לקויים מכניים,צמיגים שאינם לפי המידה שנקבעה,
4246,עבירות תנועה,לקויים מכניים,קצין בטיחות לא פיקח על תקינות רכב,
4247,עבירות תנועה,לקויים מכניים,רכב לא תקין ללא מתן הודעת אי שימוש - בעלים,
4248,עבירות תנועה,לקויים מכניים,"רכב שמבנהו,ציודו,אביזריו שלא לפי התקנות",
4249,עבירות תנועה,לקויים מכניים,שימוש ברכב שניזוק,
4250,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בדרך שאינה פנויה,
4251,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בירידה תלולה או ארוכה,
4252,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בכניסה לעקומות,
4253,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בעת התקרבות אל אוטובוס חונה,
4254,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בעת עקיפת קבוצת אנשים,
4255,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בפגישה או עקיפת בעלי חיים,
4256,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בקרבת קבוצת אנשים,
4257,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בשדה ראייה מוגבל,
4258,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בשטח בנוי,
4259,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה כשהראות מוגבלת,
4260,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני גשר צר,
4261,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני מעבר חציה,
4262,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני מעבר חצייה,
4263,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,מהירות בלתי סבירה,
4264,עבירות תנועה,מהירות מופרזת בנסיבות המקרה,מהירות בלתי סבירה,
4265,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4266,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4267,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4268,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4269,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4270,עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
4271,עבירות תנועה,מהירות מופרזת לגבי החוק,"(רכב מנועי-דרך מהירה (100 קמ""ש",
4272,עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע 50 סמ""ק,בינעירוני,עד 25 קמ""ש מעל המותר",
4273,עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע 50סמ""ק ,26קמ""ש ומעלה,בנערוני,26-40 קמש",
4274,עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע50 סמ""קמהירותבינעירוני 26-40",
4275,עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות בעל הרכב או בעל השליטה,
4276,עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות בעל הרכב או מי שהרכב בשליטתו,
4277,עבירות תנועה,מהירות מופרזת לגבי החוק,"אחריות כנגד נהג, בעל שליטה, בעל רכב",
4278,עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות שילוחית - חריגה בשעות נהיגה,
4279,עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות שילוחית - קצין בטיחות,
4280,עבירות תנועה,מהירות מופרזת לגבי החוק,אי ציות לתמרור ב- 20 מהירות  עירוני,
4281,עבירות תנועה,מהירות מופרזת לגבי החוק,אי ציות תמרור ב 20 מהירות בינעירוני,
4282,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך לא עירונית תמרור 426, 41 קמ""ש+ מעל המותר",
4283,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה  עם תמרור 426 מ-41 קמ""ש ומעלה.",
4284,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 110קמ""ש 26 עד 40קמ""ש",
4285,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 426 , מ-26 עד 40 יותר",
4286,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 426 עד25 קמ""ש יותר",
4287,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-26עד40יותר,
4288,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-26עד40יותר,
4289,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-41 ומעלה,
4290,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-41 ומעלה,
4291,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה ב-20 עד25 קמ""ש יותר",
4292,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה,אוטובוס וטיולית 41 קמ""ש ומעלה",
4293,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה,מעל 12 טון,41-50 קמ""ש מעל המותר",
4294,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית 426, מ-31 קמ""ש  ומעלה",
4295,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית 50 קמ""ש,  מ-31 קמ""ש  ומעלה",
4296,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-21 עד30 קמ""ש מעל",
4297,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-31קמ""ש יותר ומעל",
4298,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-31קמ""ש יותר ומעל",
4299,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 עד20 קמ""ש מעלהמותר",
4300,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 עד20 קמ""ש מעלהמותר",
4301,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מ-31קמ""ש יותר ומעלה",
4302,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מ-31קמ""ש יותר ומעלה",
4303,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד 30 קמ""ש",
4304,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד30 קמ""ש",
4305,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד30 קמ""ש",
4306,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך עירונית מהירות מ-31 ומעלה,
4307,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
4308,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
4309,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
4310,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית (80 קמ""ש) מ-41 יותר ומעלה",
4311,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית 90 קמ""ש מ41 ומעלה",
4312,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-26עד40יותר,
4313,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-41 ומעלה,
4314,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-41 ומעלה,
4315,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 עד 25 יותר,
4316,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-66 מ-26עד40יות,
4317,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-26 עד 40 יותר,
4318,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-26 עד 40 יותר,
4319,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-41 יותר ומעלה,
4320,עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-41 יותר ומעלה,
